id,first_name,last_name,race,county,num_children,income,age_group,ssn,smoker,complications
420,Cazzie,Lawson,race3,county4,3,212210,group3,680-85-8073,False,3
421,Amabel,Pollard,?,county1,5,67553,group1,308-39-6288,False,5
422,Kelley,Owen,race3,?,3,81188,group1,500-86-8626,False,5
424,Pierson,Le,race3,county4,1,239581,group2,487-28-4004,False,5
425,Dore,Hale,race1,county2,1,225214,group3,558-28-6241,True,9
426,Mabelle,Scott,race1,county3,2,218683,group2,546-66-6552,False,6
427,Rutter,Wilkerson,race3,county3,1,90197,group2,655-30-7531,True,7
428,Darb,Cervantes,race1,?,5,214694,group2,728-10-6644,True,5
429,Shaina,Cannon,race3,county4,5,63074,group1,499-37-8950,True,0
430,Antoinette,Elliott,race3,county1,0,10646,group3,697-77-5126,True,8
431,Nertie,Scott,race1,county4,2,79215,group2,465-09-8239,False,2
432,Helaina,Watson,race1,county2,0,263060,group2,147-97-1315,False,9
433,Gerta,Cannon,race3,?,1,171605,group1,168-58-0564,False,4
434,Sadye,Casey,race3,county1,0,229468,group1,362-13-0683,False,1
435,Chance,Hawkins,race2,?,3,27827,group2,868-80-8212,True,4
436,Roselle,Watson,race1,county4,3,155202,group3,566-98-9558,False,6
437,Corby,Pollard,race2,county1,2,112270,group2,356-40-8179,True,4
438,Marcelia,Wilkerson,?,county4,4,39969,group2,594-77-8909,True,6
439,Vi,Frank,race1,county1,2,203649,group3,754-64-0535,False,6
441,Andrey,Quinn,race2,county1,2,62802,group3,603-66-7193,False,10
442,Jessalyn,Lawson,race2,county2,5,109119,group2,879-76-0084,True,6
443,Conroy,Scott,race1,?,4,88920,group2,383-80-9413,True,3
444,Velma,Le,?,county4,5,135273,group1,382-45-4108,False,4
448,Dionne,Le,race2,county4,1,176429,group1,818-40-9373,True,1
449,Maxy,Pollard,race2,county3,4,211488,group3,681-95-3538,True,9
450,Benjamen,Watson,race2,county3,3,221812,group2,684-83-6171,False,3
452,Saunders,Pollard,race3,county1,3,25572,group3,696-14-8911,True,2
453,Janeczka,Cervantes,race2,county4,3,17482,group1,424-54-3499,False,1
456,Alric,Hoffman,race1,county2,0,240283,group3,440-94-8751,True,5
457,Dedie,Lawson,race3,county4,0,91857,group1,186-78-0742,True,1
458,Geri,Brooks,race3,county1,2,105311,group2,163-35-9570,False,8
459,Bel,Elliott,race3,?,1,105779,group3,723-66-0403,True,5
460,Russ,Owen,race3,?,5,144501,group1,715-25-8624,True,5
462,Leesa,Elliott,race1,county2,5,65861,group1,802-75-0309,False,7
463,Winston,Pollard,race2,?,3,37946,group1,262-32-3526,False,6
464,Ernestus,Pollard,race2,county3,5,253769,group2,223-92-3140,?,10
465,Broderic,Brooks,race2,county4,3,95594,group2,298-98-9384,True,7
466,Dalenna,Pollard,race2,county4,0,222504,group3,623-29-3437,False,1
467,Valida,Owen,race3,?,5,195650,group3,243-35-5275,True,9
468,Dinny,Hawkins,?,county4,3,252901,group1,192-42-8199,True,3
469,Ad,Owen,?,county1,0,53145,group2,201-51-4726,False,9
470,Geraldine,Ward,race2,county4,0,37371,group1,594-06-0776,True,9
471,Ginnie,Hale,race1,county3,5,67232,group2,807-49-0848,True,5
472,Gloriana,Scott,race1,county3,1,252516,group3,314-91-0866,False,7
474,Violette,Hale,race1,county1,1,107768,group2,183-56-5841,True,6
475,Allegra,Lawson,race1,county2,0,293092,group1,492-33-5474,False,8
476,Hogan,Cervantes,race1,county4,4,125756,group1,536-48-5451,False,9
477,Kitty,Hoffman,race3,county1,1,177207,group3,230-56-8934,True,2
479,Gwenneth,Ward,race3,county1,0,168385,group1,457-89-3747,?,6
480,Bethina,Quinn,race2,county3,5,192945,group1,247-42-4165,False,10
481,Hugo,Lawson,race2,county1,2,195438,group2,657-93-7202,False,1
482,Ari,Hoffman,race2,county1,3,213924,group1,400-52-1213,False,6
483,Karlee,Lawson,race3,county1,2,159001,group2,388-69-8618,True,10
484,Gwen,Elliott,race3,?,4,124689,group3,464-68-5193,False,3
485,Luce,Watson,race1,county1,5,96377,group2,880-33-7385,False,9
487,Micaela,Casey,?,county2,2,105971,group1,895-30-8987,?,10
488,Dov,Cannon,race3,county1,5,135646,group1,115-60-8731,True,5
489,Betta,Wilkerson,race3,county1,5,257567,group2,202-96-5392,False,10
490,Sam,Cannon,race1,county4,0,293871,group1,656-70-2915,True,2
491,Deanna,Brooks,race3,county3,1,48283,group1,540-97-9760,False,9
492,Celesta,Brooks,race3,?,4,240955,group3,702-86-0212,True,3
493,Lizzie,Elliott,?,?,1,89985,group3,518-73-2650,False,4
494,Ross,Waters,?,county4,5,132513,group1,682-17-0715,True,3
496,Margalit,Casey,race1,county1,4,209167,group1,236-33-5703,False,8
497,Kearney,Hawkins,race3,county3,2,92520,group3,638-61-6236,True,0
498,Fairleigh,Frank,race2,county3,1,192330,group2,531-47-6007,True,6
499,Ferd,Quinn,race3,county1,2,231441,group3,385-11-9231,True,9
501,Grete,Hoffman,race1,?,3,230139,group2,278-72-5383,False,4
503,Eleni,Scott,race3,county1,3,61532,group3,383-01-7915,True,5
504,Dav,Quinn,?,county3,5,85330,group2,492-65-3100,False,6
505,Shara,Waters,race2,county3,3,235206,group3,621-59-2037,False,3
506,Bonita,Elliott,race2,county4,5,124499,group3,702-35-5199,True,6
507,Bambi,Elliott,race2,county4,1,299447,group3,133-76-9980,True,6
508,Georgeanne,Hale,race1,county4,0,152462,group2,122-05-0060,?,10
509,Salomo,Cannon,race2,county2,4,178844,group2,357-47-1247,False,5
510,Jean,Casey,race3,county4,3,194948,group2,220-09-7805,False,10
512,Angelica,Owen,race2,county3,3,10205,group2,615-41-1435,True,2
513,Markos,Owen,race3,county1,2,222389,group3,722-13-1559,False,6
514,Ward,Quinn,race2,county1,3,211112,group2,870-91-0509,False,7
516,Nanci,Lawson,race3,county1,2,194236,group2,897-99-0715,?,7
517,Sena,Hoffman,race3,county1,3,63287,group1,299-83-5881,?,4
518,Johnny,Cannon,race1,county3,3,37380,group3,794-14-7611,True,1
519,Webb,Cervantes,race2,county2,0,165461,group1,242-74-0416,True,1
520,Emmy,Hoffman,race1,county2,2,215426,group2,114-23-6714,True,8
522,Evan,Hawkins,race1,?,3,83485,group3,736-30-6536,True,3
523,Nert,Hoffman,race2,county4,2,243275,group1,689-89-5374,False,8
524,Eleonore,Quinn,race3,county3,5,263838,group3,474-94-4178,True,7
525,Garik,Casey,race3,county1,2,95317,group2,574-79-4419,False,6
526,Eunice,Lawson,race3,county1,0,103935,group3,258-04-9100,False,5
527,Jolene,Frank,race1,county4,2,167583,group3,698-68-8662,False,9
528,Debby,Scott,?,?,5,39953,group2,275-85-5563,True,2
529,Katinka,Lawson,race3,county1,3,129694,group2,600-18-9008,False,5
530,Keary,Ward,race3,?,3,120407,group1,402-31-6518,False,8
531,Marysa,Elliott,race3,?,3,66203,group3,434-47-5313,True,8
532,Saidee,Le,race1,county4,4,250449,group3,807-87-7741,False,3
533,Shelley,Owen,race3,?,1,15360,group3,846-62-7528,True,0
534,Rafaello,Waters,race2,county3,0,139063,group3,373-22-2553,True,5
535,Meghann,Hale,race3,county1,5,11567,group1,828-80-6501,True,5
536,Cleon,Hale,race3,?,5,199088,group2,670-83-1649,True,6
537,Normy,Owen,race3,county1,4,246532,group2,477-96-4668,True,10
538,Lexine,Le,race1,county3,4,132889,group3,144-09-7049,True,5
539,Philis,Cannon,?,county2,4,37598,group3,759-39-5774,True,5
540,Carola,Cervantes,race1,county1,0,180090,group2,626-57-1702,False,5
541,Celinka,Lawson,race2,county3,1,268313,group3,739-14-8649,True,10
542,Hatti,Owen,race3,county1,2,268662,group2,457-04-4074,False,7
543,Tome,Casey,race1,county2,1,154800,group1,781-25-5180,False,8
544,Izabel,Le,race2,county3,0,25277,group1,610-54-9034,True,7
545,Bary,Ward,race3,?,0,150315,group2,570-55-2325,True,4
546,Jordain,Watson,race2,?,4,123165,group1,657-06-0531,True,8
547,Elnora,Brooks,?,county2,4,133142,group1,667-07-7460,False,6
550,Christoph,Ward,?,county1,1,55794,group1,169-27-9658,False,9
551,Willabella,Kirk,race2,county1,1,267210,group3,355-39-8011,False,0
552,Karney,Wilkerson,?,?,3,134054,group2,450-52-2667,False,5
553,Lynnet,Ward,race2,county4,0,33444,group1,635-18-6304,False,8
555,Harlen,Brooks,?,county2,3,132023,group1,498-89-8411,?,7
556,Madelaine,Hawkins,race2,county3,4,298136,group2,565-04-8451,False,6
557,Estel,Elliott,?,county4,2,57278,group1,752-44-3538,True,8
558,Collete,Hawkins,race1,county3,1,225503,group3,416-24-6175,False,9
559,Kenna,Hawkins,race1,county3,1,108940,group3,729-19-3997,True,0
560,Grenville,Quinn,race3,?,4,23455,group2,480-53-6770,False,8
561,Clerissa,Owen,race2,county4,1,93592,group1,529-84-5076,False,4
562,Lisette,Scott,race3,county3,4,254393,group1,845-79-9039,True,10
563,Thom,Quinn,race1,county1,3,262387,group1,695-23-9826,?,2
564,Dunstan,Brooks,race1,county2,2,249501,group1,812-77-2300,False,10
565,Jarid,Le,race1,county4,2,261557,group2,844-99-9940,True,0
566,Kiersten,Quinn,race2,?,5,55816,group1,898-01-8018,True,0
567,Esta,Watson,race1,county2,0,117481,group2,268-46-4872,True,5
568,Nola,Le,?,county3,2,80570,group2,204-67-4737,True,9
569,Alick,Cervantes,race2,county3,0,263447,group3,498-34-1001,True,0
570,Lorant,Quinn,race3,county1,4,40335,group1,544-72-6684,True,2
571,Dermot,Elliott,race2,county2,2,294175,group3,225-19-5426,?,0
572,Gusella,Owen,race3,?,4,233910,group2,117-40-5630,True,0
574,Sharla,Frank,race1,?,4,137195,group3,306-17-6404,True,3
575,Emanuel,Scott,race2,?,1,172702,group2,488-56-1639,True,5
576,Harper,Kirk,race2,county2,0,32847,group2,197-43-5348,False,6
577,Normand,Ward,race2,county2,4,218742,group3,604-53-9580,False,9
578,Claudell,Elliott,race2,county4,0,77175,group2,507-12-2324,True,0
579,Collette,Owen,race1,county3,2,14526,group2,203-54-7177,False,5
580,Terrye,Brooks,race3,?,4,266345,group2,648-30-4816,False,6
581,Willetta,Frank,race3,county1,3,87841,group2,654-54-3815,True,6
582,Ramonda,Hoffman,race1,county4,4,93573,group3,468-81-8421,False,2
583,Duffie,Hawkins,?,?,4,74987,group2,494-89-2265,True,5
584,Gustav,Owen,race3,county1,4,264794,group1,271-14-3428,True,3
587,Sherlocke,Ward,?,county1,2,218614,group1,453-40-0447,False,9
588,Sarge,Ward,race3,?,5,172799,group1,869-21-8921,True,3
591,Farrel,Hale,race2,county1,0,122863,group1,377-20-3760,True,2
592,Tasia,Pollard,race2,?,2,115191,group2,276-27-8930,False,0
593,Dana,Kirk,race1,county3,2,121945,group1,771-34-3460,True,7
594,Adoree,Watson,race3,?,4,133520,group2,160-92-0782,False,8
596,Hollyanne,Watson,race1,county2,2,41913,group1,225-84-7519,True,5
597,Ardelis,Hawkins,race1,?,5,94338,group3,533-52-0945,True,10
598,Coleen,Le,race2,?,4,218289,group1,701-54-9226,True,6
599,My,Owen,race1,county1,3,96436,group3,827-36-1566,False,10
600,Siusan,Cannon,race1,county1,0,206746,group1,494-96-2274,False,1
601,Olag,Casey,race1,county3,0,94309,group2,799-17-8756,True,9
602,Dominga,Hawkins,race1,?,0,73145,group1,752-27-1119,False,5
603,Gunar,Watson,race3,county1,5,242218,group3,783-91-0608,True,0
604,Lynn,Pollard,race3,county1,0,41953,group3,405-36-5663,False,9
605,Brandea,Hale,race2,county4,1,82542,group2,689-16-5711,False,1
607,Saree,Cannon,race3,county3,3,214194,group1,378-02-8327,False,10
608,Fawne,Pollard,race1,county1,5,196570,group3,828-79-3081,False,7
609,Jarvis,Waters,race3,?,5,195816,group3,844-55-0796,False,10
610,Dolph,Brooks,race3,?,3,52014,group1,150-91-4988,False,2
611,Beck,Hale,race3,county1,5,262579,group3,676-40-7651,False,9
612,Stefanie,Hoffman,race1,county4,5,104701,group2,262-15-5059,False,2
613,Simonette,Hawkins,race3,county1,3,146145,group2,510-04-6955,?,6
614,Wash,Pollard,race3,county1,0,191418,group2,429-28-9762,False,2
615,Robby,Elliott,race1,county1,1,61589,group2,691-82-4775,True,6
616,Al,Le,race2,county3,1,98817,group1,473-45-4797,True,5
617,Melvin,Cervantes,race1,county1,3,189058,group2,190-55-7419,?,10
618,Felic,Ward,race1,county2,5,35119,group1,333-50-9660,False,8
620,Joell,Ward,race2,county1,4,118504,group1,868-18-5760,False,7
621,Carmon,Cervantes,race3,county1,3,217444,group3,406-24-0242,True,10
622,Cherri,Lawson,race2,county4,1,104026,group3,169-18-4591,True,10
623,Hallie,Cervantes,?,county4,0,125936,group3,530-16-5863,True,1
624,Hazel,Hawkins,race3,county4,5,197365,group2,435-76-8193,True,6
625,Margarita,Cervantes,race3,county1,4,60341,group3,815-81-5783,True,9
626,Doreen,Frank,race1,?,5,10345,group3,645-51-2881,True,5
627,Charleen,Hawkins,race2,?,0,207927,group3,838-43-1035,True,3
628,Katti,Le,race2,county2,0,132397,group3,334-75-0948,False,0
629,Ailene,Hale,race3,county2,0,30071,group1,739-44-6865,True,8
630,Bobinette,Cervantes,race1,county4,1,29555,group2,753-31-9174,False,7
631,Cindra,Waters,race1,county1,4,121633,group3,891-38-4618,False,5
632,Ethelin,Lawson,race3,?,2,98178,group2,208-88-1929,True,8
633,Lindon,Ward,race3,county1,5,73021,group1,728-19-1190,True,9
634,Donall,Hale,race3,county1,1,239612,group3,191-10-9374,False,2
635,Annabella,Owen,race2,county3,0,207652,group1,775-35-5071,False,6
637,Sayre,Casey,race1,county2,1,271704,group1,413-45-8707,True,6
639,Ros,Cannon,race2,county2,2,14008,group1,589-37-6519,False,4
640,Anson,Waters,race1,county3,0,137378,group2,667-18-5302,False,7
642,Kerri,Cannon,race1,?,5,163112,group2,762-48-2567,True,0
644,Isabella,Scott,race3,county1,0,268044,group2,743-44-6110,?,10
645,Cynde,Pollard,race2,county3,3,246843,group3,825-68-9620,True,2
646,Sully,Le,race1,county3,3,160493,group2,798-18-3426,False,8
647,Kaylil,Hale,race2,county4,5,247026,group1,727-08-9179,False,0
648,Netty,Ward,race2,county2,0,291186,group2,404-61-4770,False,7
649,Pedro,Cannon,race1,county2,4,285031,group2,690-71-7721,True,6
650,Connie,Hoffman,race1,county4,2,289303,group1,182-28-4914,False,9
651,Cosette,Cervantes,?,county2,0,181826,group2,287-26-2958,False,3
652,Ellary,Hoffman,?,county2,0,57718,group1,815-27-7933,False,9
653,Lorilee,Waters,race3,county1,0,84466,group3,657-08-8185,False,0
656,Weber,Casey,race2,county3,1,108142,group3,757-44-6583,False,5
657,Ingar,Hawkins,race2,county4,0,282927,group2,156-92-1563,True,2
658,Free,Elliott,race1,county4,0,220050,group3,359-20-6066,True,8
659,Holt,Hoffman,race1,county2,3,114943,group2,505-10-5673,False,0
660,Wesley,Le,race3,county1,0,69678,group2,264-24-7610,False,2
661,Mag,Quinn,race2,county2,4,202901,group3,181-69-8791,False,1
662,Maurice,Casey,?,county1,1,146778,group3,641-50-5854,False,2
663,Jordanna,Lawson,race1,?,5,38060,group2,332-89-6143,True,9
664,Abeu,Hawkins,race1,county3,3,25638,group2,811-54-3201,True,4
665,Woody,Quinn,race3,?,1,273985,group3,789-26-3907,True,8
666,Michal,Pollard,race1,?,2,57322,group2,811-27-9104,False,0
667,Ewart,Scott,race2,county3,3,174141,group2,632-67-4279,False,5
668,Pam,Hoffman,race3,?,2,241446,group1,120-56-8549,True,6
669,Igor,Cannon,?,county4,0,15389,group3,420-63-8540,False,4
670,Hernando,Waters,race3,county4,0,280398,group3,883-38-5155,True,0
672,Katleen,Cannon,race2,county3,2,76885,group3,339-08-3940,True,8
673,Terry,Frank,race2,county4,0,40645,group2,601-08-1172,?,6
674,Agnola,Lawson,race3,county4,2,53230,group2,192-81-3331,True,7
675,Tara,Quinn,race2,county3,1,113415,group2,560-37-7627,False,4
676,Theo,Lawson,race1,county1,1,275884,group2,278-10-3426,False,9
677,Templeton,Hawkins,race2,?,5,169608,group2,657-67-7218,False,7
678,Drusi,Cannon,race3,county1,0,77792,group3,233-66-8939,True,4
679,Diann,Watson,race2,county3,3,42691,group3,187-10-0583,False,10
680,Weidar,Elliott,?,county4,3,238980,group1,260-93-0355,?,3
681,Petey,Hawkins,race1,county3,5,270869,group3,843-49-4044,?,0
682,Malynda,Cervantes,race2,county1,0,183355,group1,283-92-3013,True,2
683,Austin,Kirk,race3,county2,1,106627,group2,231-23-6842,True,9
684,Maury,Hale,race2,county2,4,107760,group1,133-40-5091,False,4
685,Bartolomeo,Ward,race1,county1,0,107181,group3,625-86-1282,True,10
686,Carolyn,Le,race1,county2,1,245500,group2,539-50-9146,False,2
687,Deva,Cervantes,race2,county3,3,231505,group2,547-49-1646,True,2
688,Abby,Elliott,race3,?,2,73897,group1,431-15-8817,False,4
689,Pauly,Watson,race2,?,1,40271,group2,774-61-2207,False,1
690,Fan,Cannon,race2,county4,4,155404,group3,236-68-0503,False,9
691,Hort,Casey,race3,county4,1,179495,group2,776-23-3827,False,6
692,Fidelity,Le,race2,county4,2,120436,group3,468-94-1256,True,10
693,Lance,Brooks,race3,?,0,175744,group1,805-83-7169,True,6
694,Tadd,Ward,race3,county2,1,213449,group3,544-17-0142,False,4
695,Dall,Quinn,race1,?,4,225294,group3,377-75-7054,True,9
696,Clemmie,Wilkerson,race3,?,1,144238,group2,473-42-8092,True,2
697,Marcellus,Cannon,race1,?,2,223559,group1,184-97-6949,False,6
698,Isis,Elliott,race1,county4,3,277078,group1,137-29-9912,True,5
699,Vikki,Brooks,race1,county2,1,152554,group3,588-01-7355,True,8
700,Kellie,Scott,race3,county1,0,138524,group3,600-71-0171,True,8
701,Eba,Cannon,race3,county4,4,276924,group2,669-47-6740,False,10
702,Alon,Watson,race1,?,3,235105,group3,687-36-0868,True,10
704,Carlene,Owen,race2,county1,2,216230,group3,702-36-7404,True,6
705,Ebony,Kirk,race1,?,4,224261,group1,221-29-7084,False,9
706,Sutton,Pollard,race2,county2,3,77460,group1,316-69-8142,?,1
707,Aloin,Ward,?,county4,2,65131,group2,397-94-7759,False,6
708,Luelle,Hale,race2,county2,2,241275,group1,542-85-9320,False,6
709,Aura,Hawkins,race1,county1,1,267347,group2,593-79-9200,False,9
710,Shelbi,Cannon,race2,county2,3,260516,group1,882-22-0859,False,3
711,Ive,Wilkerson,race3,county1,1,126916,group2,793-10-5749,False,2
713,Katerina,Brooks,race1,?,0,16145,group3,577-64-6476,False,0
714,Ashbey,Cannon,race1,county2,3,67540,group1,757-41-7648,True,8
715,Saunder,Ward,race2,county4,5,222983,group3,318-40-7190,True,5
718,Emelen,Casey,race1,county2,0,241662,group2,196-94-3818,True,6
719,Dolorita,Scott,race3,county1,5,167436,group1,738-47-8221,False,6
720,Kelly,Elliott,race1,county2,5,299321,group2,148-41-6031,False,2
721,Nobie,Hoffman,race3,county1,3,77950,group2,783-87-4851,True,6
722,Philbert,Brooks,race3,county1,2,132886,group3,850-34-4001,?,5
723,Maximilien,Hawkins,race1,county2,0,48524,group2,757-71-0051,?,3
724,Torry,Hoffman,race3,?,2,186699,group2,724-27-2944,True,5
725,Maren,Frank,race3,?,3,124764,group3,737-42-9980,True,9
726,Linnea,Ward,race1,county2,2,13265,group3,842-30-9015,True,1
727,Glen,Scott,race1,county1,3,17968,group1,715-60-7799,False,9
728,Rudd,Owen,race1,county4,1,219486,group3,869-67-1542,True,10
729,Sybille,Waters,race3,county2,4,212688,group3,752-97-6943,True,10
730,Vanya,Scott,race3,county1,0,102391,group3,529-78-3536,False,9
731,Christi,Hawkins,race1,county3,1,189861,group1,736-91-4322,False,8
732,Lanny,Cannon,race2,county4,1,208580,group2,813-95-4381,True,2
733,Christine,Cannon,race1,county1,1,155181,group3,834-05-0073,False,4
734,Ailina,Hale,?,?,3,178834,group1,208-62-2617,?,6
735,Bel,Waters,race2,county4,5,281557,group3,486-95-9763,?,9
736,Maris,Hale,race1,county1,3,190802,group3,369-58-2985,False,4
737,Currey,Owen,race2,county2,0,132263,group3,520-28-5782,False,1
738,Dyanna,Elliott,race3,?,4,74140,group3,396-06-0819,?,8
739,Jethro,Ward,race3,?,3,137844,group1,153-26-6292,True,9
740,Cass,Watson,race1,county2,5,77817,group1,174-62-5567,True,0
741,Carmine,Scott,race2,county3,2,28297,group3,298-43-7002,True,4
742,Renard,Le,race1,county3,5,57383,group2,348-80-9112,True,0
744,Jodee,Hawkins,race3,county1,2,119587,group3,604-16-3875,False,7
745,Mirna,Lawson,race2,county2,1,282482,group3,714-85-6269,False,9
746,Claudio,Watson,race2,county1,4,202677,group1,214-85-2700,True,0
748,Kirsteni,Owen,race1,county4,5,272122,group2,790-88-9238,False,1
749,Cheryl,Elliott,race3,?,2,187178,group1,705-78-3538,True,5
750,Hesther,Le,race3,county4,0,228506,group1,584-74-0773,True,7
751,Jocelyn,Ward,race2,county3,4,133725,group1,138-06-1046,True,7
752,Dennet,Elliott,?,county2,1,100516,group1,753-11-5953,False,2
753,Shell,Ward,race1,county3,4,69240,group1,440-32-0263,False,6
754,Jorge,Hoffman,race1,?,2,145532,group1,166-78-0539,True,9
755,Kimberlyn,Scott,race2,?,2,290974,group1,439-67-0544,?,7
756,Codie,Hoffman,race2,county3,4,244740,group3,605-84-5167,True,7
757,Reginauld,Casey,race2,?,2,174121,group3,317-82-3916,True,5
758,Findley,Brooks,race1,county4,5,255002,group3,664-78-8398,True,10
759,Freddie,Hoffman,race3,county1,1,200198,group2,172-65-9492,True,0
762,Curtis,Hale,race2,county2,1,249842,group3,416-37-4708,True,0
763,Jacintha,Owen,?,county4,3,135537,group1,471-82-8886,False,5
765,Marcello,Pollard,race1,county1,1,196915,group3,706-28-6825,False,4
766,Keely,Owen,?,county3,4,10899,group2,566-47-6961,True,8
767,Mendy,Elliott,race1,county2,5,36648,group2,657-81-5671,True,7
768,Louisette,Cannon,race1,county4,1,211513,group2,898-21-3384,True,7
769,Evangeline,Brooks,race1,county2,2,123291,group3,177-48-7479,False,2
770,Roth,Waters,race1,?,2,216735,group1,200-23-2039,True,4
771,Emelia,Cervantes,race1,county4,0,89382,group2,391-74-7542,False,9
773,Marquita,Cannon,race3,county1,3,243502,group3,853-82-1738,False,1
775,Vanni,Cannon,race2,county1,1,18401,group3,316-46-3505,True,1
776,Bondy,Ward,?,county3,4,103389,group2,105-43-6633,True,7
777,Trever,Hoffman,race1,county2,0,240758,group2,854-04-5118,False,7
778,Broderick,Brooks,race1,county3,0,110008,group1,155-13-1393,True,5
779,Lenci,Wilkerson,race1,county1,5,96062,group2,208-35-3026,True,6
781,Keslie,Lawson,race1,county2,1,101335,group3,646-91-4839,?,3
782,Emera,Frank,race2,?,4,123938,group2,281-81-5971,False,9
783,Tatum,Elliott,race3,county1,2,254831,group3,642-01-2780,True,8
784,Emelda,Frank,race3,county2,0,87972,group3,838-01-8569,False,9
785,Maurise,Scott,race2,?,1,56505,group3,382-45-2870,False,4
786,Eddie,Waters,?,county3,4,191482,group2,635-02-4050,?,10
787,Barnett,Pollard,race3,county1,4,75030,group2,355-53-4396,False,5
789,Michel,Hale,?,county2,3,230055,group3,519-95-7048,False,7
791,Romy,Cervantes,race1,?,2,54566,group3,790-94-9742,True,5
792,Manolo,Hale,race3,county1,2,181325,group3,189-73-3796,False,9
793,Rayner,Cannon,race3,?,5,98207,group2,577-25-5288,True,3
794,Ronica,Pollard,race3,county1,0,237544,group1,417-75-9385,True,5
795,Dareen,Kirk,race1,?,1,133200,group2,434-85-3581,False,8
796,Katerine,Brooks,race3,county1,1,107133,group1,409-53-0556,True,8
797,Halsy,Pollard,race3,?,5,103084,group3,226-18-7012,True,0
798,Fletcher,Elliott,?,county1,2,90134,group3,451-29-6730,True,10
799,Celestine,Le,?,county4,0,284835,group2,288-94-8537,True,4
800,Osbourne,Le,race3,county1,3,101055,group1,273-84-5926,False,9
801,Misty,Brooks,race1,county3,5,280120,group2,595-37-2803,False,6
802,Padriac,Elliott,race3,?,3,88281,group1,375-62-2890,False,9
803,Chloris,Scott,race1,county4,0,149630,group1,780-63-0963,False,5
805,Veronique,Elliott,race3,county1,1,24399,group1,299-03-7954,True,6
806,Tom,Brooks,race3,county1,0,198351,group3,221-18-5492,False,7
807,Kristi,Scott,race3,county1,2,24873,group3,282-19-9434,False,6
808,Quincey,Frank,?,county1,1,279518,group3,768-70-0839,?,3
810,Darill,Casey,race3,county1,1,77961,group2,253-52-6655,False,2
812,Corene,Wilkerson,?,county2,3,277279,group3,208-35-8457,True,4
813,Rori,Brooks,?,?,5,194653,group2,292-44-2926,True,9
814,Alric,Hale,race3,county4,2,33966,group3,556-48-7753,False,0
815,Valma,Le,race3,county4,2,267558,group3,453-50-0264,True,4
816,Neron,Casey,race1,county4,3,21496,group3,225-22-5384,True,2
817,Amie,Waters,race1,?,2,229049,group3,801-98-3103,True,10
818,Drusi,Frank,race3,?,4,167013,group2,529-60-5031,?,5
819,Rosie,Scott,race1,county2,4,250656,group1,744-74-9753,False,0
820,Julie,Ward,race1,county1,3,87428,group2,269-73-1801,True,2
822,Alick,Cannon,race1,?,4,179525,group2,285-45-2518,False,9
823,Ladonna,Hawkins,race1,?,0,222287,group3,791-43-3785,True,2
824,Troy,Casey,?,?,0,215933,group3,491-84-7808,False,1
825,Brit,Pollard,?,county3,0,96316,group3,280-84-3829,True,3
826,Tamra,Lawson,race1,county2,4,48276,group3,510-46-5022,False,7
827,Daniele,Elliott,race1,county2,0,29810,group1,596-59-6606,False,10
828,Johan,Cannon,race3,county1,2,80190,group3,709-76-0564,False,8
830,Kasey,Lawson,?,county2,4,101808,group3,382-02-5152,False,6
831,Adaline,Casey,race1,county1,3,170204,group2,401-86-6981,True,9
832,Addy,Watson,race1,county3,2,227900,group1,693-36-7291,True,8
833,Marnia,Waters,race2,county2,4,35281,group3,501-44-6089,True,1
834,Vivienne,Watson,race1,county2,0,276651,group1,121-63-7422,True,2
835,Eugenie,Waters,race2,county1,1,287677,group1,332-92-7247,True,7
837,Rodina,Pollard,race3,county2,3,36330,group2,636-70-4325,True,2
838,Gusella,Pollard,race1,?,5,127382,group3,122-88-9131,True,3
839,Denni,Brooks,race3,county1,3,143860,group1,248-19-6944,True,3
840,Trefor,Hoffman,race2,county3,0,173497,group3,677-33-7669,False,6
841,Bran,Quinn,race3,county1,4,71660,group1,548-11-9782,?,3
842,Lars,Kirk,race1,?,1,187893,group1,555-28-6637,True,8
843,Orly,Hale,race3,county4,2,58713,group1,183-60-4667,False,0
845,Roxanna,Hoffman,race2,county1,0,99970,group3,179-71-6679,True,2
846,Marchall,Hale,race3,county1,2,226286,group1,434-34-7656,False,8
847,Celestina,Cervantes,race3,county1,3,189998,group3,287-59-9017,True,5
848,Arlena,Cannon,race2,?,2,166879,group3,610-04-7733,True,3
849,Delano,Le,race2,county1,3,194416,group3,330-32-5823,?,4
850,Hedvige,Brooks,race1,county4,3,19852,group1,466-88-5021,False,8
851,Essa,Hoffman,race2,county2,2,296876,group3,469-57-5347,False,6
852,Charmain,Casey,race2,county3,4,212669,group3,849-22-5087,True,1
853,Daryn,Watson,race3,county1,3,156494,group3,812-59-7066,?,10
854,Katie,Cervantes,race1,?,3,217934,group1,397-34-4447,True,10
856,Sisile,Cervantes,race2,county3,3,189821,group1,879-69-3677,False,9
857,Claudio,Brooks,race3,county4,4,235380,group1,761-42-6449,False,10
858,Evey,Scott,race1,county4,2,29529,group1,853-34-7417,False,6
859,Eduino,Waters,race2,county2,4,48059,group2,577-02-9473,False,0
860,Gus,Lawson,race3,county1,2,191615,group2,315-33-0650,False,4
861,Julie,Scott,race1,county2,4,165692,group1,542-81-6311,False,5
862,Darbee,Hawkins,race2,county1,2,278000,group3,779-86-0891,?,10
